id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
164448,Double room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31389,18.06087,Private room,917.0,2,454,2025-09-23,2.63,2,169,27,
220851,One room in appartement,412283,Fredric,,Kungsholmens,59.33351,18.03693,Private room,450.0,2,66,2025-01-19,0.39,2,296,2,
238411,Cozy apartment in central Stockholm,1250232,Mia,,Norrmalms,59.33872,18.05131,Entire home/apt,1073.0,1,110,2016-12-13,0.65,1,79,0,
242188,Single room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31198,18.06076,Private room,779.0,2,444,2025-09-21,2.68,2,168,33,
273906,Penthouse in central Stockholm,1432722,Rodrigo,,Södermalms,59.30543,18.10771,Entire home/apt,2352.0,6,4,2017-07-31,0.02,2,271,0,
299154,Cosy apartment central at Sodermalm,1541953,Daniel,,Södermalms,59.31846,18.07042,Entire home/apt,1126.0,2,692,2025-09-26,4.62,1,14,30,
299863,Playful temple with genuine meetings for big&small,1322033,Anna,,Hägersten-Liljeholmens,59.30318,17.99521,Entire home/apt,950.0,7,76,2025-09-12,0.46,1,12,8,
301680,one cosy double room for rent,1554143,Anitta,,Älvsjö,59.27635,17.99165,Private room,751.0,1,41,2025-09-04,0.25,2,365,4,
302496,"Spacious, bright, unique apartment",1557657,Seta,,Norrmalms,59.34685,18.06056,Entire home/apt,4300.0,5,103,2025-08-28,0.64,1,342,6,
326304,Beautiful apartment SOFO,1668629,Tova,,Södermalms,59.31352,18.09072,Entire home/apt,1218.0,3,19,2025-09-01,0.11,1,261,4,
438129,Bunk bed close by Alvsjo Exhibition,914316,Ea,,Enskede-Årsta-Vantörs,59.26424,18.02277,Private room,312.0,1,45,2025-06-18,0.28,3,320,3,
451155,Spacious house in Stockholm,2240860,Malin,,Enskede-Årsta-Vantörs,59.28003,18.05527,Entire home/apt,2200.0,3,25,2022-07-24,0.16,1,83,0,
475409,CHARMING 1 Bed Room in City Center (share),2356697,Cor,,Södermalms,59.31412,18.08274,Private room,502.0,3,41,2017-06-29,0.25,1,299,0,
539747,"Lovely villa, with cinema, gym and jacuzzi!",2651868,Helena,,Skarpnäcks,59.2783119,18.1181517,Entire home/apt,2700.0,6,6,2025-08-18,0.23,1,362,2,
560308,Great 2 bedroom apartment Stockholm,2755002,Checkin,,Bromma,59.33536,17.97669,Entire home/apt,1760.0,21,16,2025-06-13,0.1,3,85,2,
565912,Savor Sea Views at a Sweet Retreat with Heaving Bookshelves,2782963,Patrik,,Hägersten-Liljeholmens,59.31711,18.00519,Entire home/apt,4074.0,4,31,2025-07-05,0.21,1,1,2,
568341,Junior 1 bedroom Apartment Stockholm 2,2755002,Checkin,,Kungsholmens,59.33583,18.02983,Entire home/apt,1376.0,1,52,2025-08-23,0.43,3,347,5,
581243,Great Room in City Center,2860556,Edwin,,Östermalms,59.33894,18.0919,Private room,490.0,1,797,2025-09-09,4.96,1,4,60,
748847,Gorgeous apartment with balcony in 1885 building,3934547,Heath,,Södermalms,59.31544,18.0755,Entire home/apt,1159.0,75,18,2021-06-04,0.12,1,237,0,
755843,Nice apartment in the city center,3978910,Pär,,Kungsholmens,59.32881,18.03559,Entire home/apt,1294.0,2,241,2025-09-15,2.01,1,320,37,
776155,Unique exclusive quiet penthouse/loft,3963441,Ann-Sofie,,Norrmalms,59.34353,18.05081,Entire home/apt,1800.0,5,20,2018-10-09,0.13,1,88,0,
785218,Unique 3 floor Town House,4139711,Fredrik,,Kungsholmens,59.32142,17.99469,Entire home/apt,1712.0,5,32,2025-08-07,0.22,1,15,4,
838442,City Backpackers  - 6 Bed Apartment with Sauna,4380521,City Backpackers,,Norrmalms,59.33593,18.05542,Entire home/apt,2561.0,1,92,2025-08-15,0.79,3,277,9,
845365,"Room near forest/beach, 20 min to city center.",4174933,Mae Jane And Mich,,Skärholmens,59.29578,17.92813,Private room,262.0,1,59,2025-09-28,0.43,2,266,8,
855338,"Modern Apartment, Central Stockholm",1663234,Daniel,,Norrmalms,59.35019,18.05544,Entire home/apt,1500.0,6,4,2014-06-20,0.03,1,364,0,
858902,Single room-city centre of Sthlm G,4495747,Lotta,,Östermalms,59.33884,18.08536,Private room,910.0,3,65,2025-09-28,0.43,1,12,14,
903577,Närhet till Globen och Tele2 arena och City,4830362,Jeanette,,Enskede-Årsta-Vantörs,59.28674,18.0953,Private room,990.0,1,42,2025-08-30,0.37,1,70,9,
938750,Penthouse in Stockholm,4664327,Peter,,Södermalms,59.31577,18.07724,Private room,3000.0,14,1,2013-11-09,0.01,1,174,0,
954832,Central Stockholm studio - also for longer stays,4059782,Mikael,,Kungsholmens,59.33567,18.03108,Entire home/apt,1100.0,3,359,2025-09-15,2.37,1,322,31,
1000383,OldTown charm with one room  BB,983111,Pinar Elçin,,Södermalms,59.32574,18.07458,Private room,828.0,2,1,2025-09-27,1.0,1,50,1,
1048260,Charming & bohemic 1 bedroom flat,5770735,Annika,,Skarpnäcks,59.29782,18.08865,Entire home/apt,672.0,4,105,2025-08-26,0.7,1,315,6,
1054406,Spacious safe scenic near Stockholm,5806608,Thomas,,Älvsjö,59.27347,17.958,Entire home/apt,1181.0,2,242,2025-09-15,1.87,1,242,26,
1096827,Charming flat in the Garden-suburb,6027093,Anita,,Enskede-Årsta-Vantörs,59.28454,18.0866,Entire home/apt,820.0,4,72,2025-08-12,0.48,1,76,6,
1126893,Stylish apartment in central Sthlm w water view,6182136,Linus,,Kungsholmens,59.32769,18.0365,Entire home/apt,1980.0,3,36,2025-06-11,0.24,1,63,3,
1153177,Lovely Apartment Central Stockholm,6319741,Terry,,Östermalms,59.34453,18.08507,Entire home/apt,3300.0,6,178,2025-09-01,1.19,1,356,10,
1173290,Great attic quiet apt in SthlmCity,6422311,Christian,,Norrmalms,59.34001,18.02843,Entire home/apt,1509.0,28,23,2015-08-10,0.16,2,333,0,
1234960,"Amazing, child friendly house with  large garden",6246528,Jacob,,Enskede-Årsta-Vantörs,59.28009,18.06047,Entire home/apt,2550.0,3,115,2025-09-11,0.82,1,270,16,
1250227,Idyllic apartment in central Stockh,6812616,Per,,Östermalms,59.34199,18.06906,Entire home/apt,700.0,90,21,2019-04-05,0.14,1,272,0,
1254130,Attic in the heart of Stockholm,6832481,Amalia,,Norrmalms,59.34153,18.06322,Entire home/apt,2100.0,5,46,2025-08-07,0.31,1,24,7,
1255668,"Seawiew, and a private terrace - 15 min to city!",6839874,Sandra,,Kungsholmens,59.32357,17.98983,Entire home/apt,2200.0,5,36,2025-08-09,0.24,1,365,2,
1262188,Sunny Södermalm - central family apartment!,6873897,Karin,,Södermalms,59.31382,18.06254,Entire home/apt,2379.0,3,81,2025-09-08,0.54,1,43,7,
1263558,101 sqm in central Stockholm,6879406,Carl,,Norrmalms,59.34607,18.06306,Entire home/apt,2350.0,10,13,2025-08-16,0.11,1,121,1,
1271843,Trendy and stylish Södermalm,6922243,André,,Södermalms,59.31664,18.05903,Private room,1158.0,2,194,2025-09-14,1.34,1,7,6,
1369232,Nice room close to downtown,7425669,Håkan,,Skarpnäcks,59.29562,18.09225,Private room,443.0,2,121,2025-06-05,0.82,2,260,7,
1469714,A unique eco townhouse in Stockholm,4361489,Jonas,,Skarpnäcks,59.28659,18.11973,Entire home/apt,2640.0,3,88,2025-08-15,0.61,1,132,7,
1486023,Newly renovated and close to metro.,7948578,Amaniel,,Skarpnäcks,59.26545,18.13086,Private room,380.0,4,210,2025-09-02,1.42,2,274,6,
1545184,Stunning apartment with magic view,8234420,Ulf,,Hägersten-Liljeholmens,59.30034,17.98018,Entire home/apt,1275.0,6,0,,,1,177,0,
1578027,1/4-Student/Int-ship-room 15 min to Stockholm City,8387566,Mats,,Hägersten-Liljeholmens,59.30522,17.97684,Private room,210.0,21,18,2025-08-16,0.14,4,304,2,
1595682,Charming old town apartment,7262219,Charlie,,Södermalms,59.32443,18.07014,Entire home/apt,1620.0,3,269,2025-02-22,2.21,1,55,10,
1618691,Östermalm i Stockholm,8611392,Mona,,Norrmalms,59.34872,18.0584,Entire home/apt,1936.0,3,1,2016-06-06,0.01,1,270,0,
1622938,Incredible view from apartment!,5261161,Yamilla,,Södermalms,59.31892,18.07324,Entire home/apt,2924.0,3,35,2023-07-22,0.25,1,167,0,
1634582,Stay in the unique Old town!,8682987,Annika,,Södermalms,59.32465,18.07507,Entire home/apt,1611.0,3,333,2025-09-22,2.49,1,262,57,
1695375,Room for two in Hornstull,6258710,Jennie,,Hägersten-Liljeholmens,59.30509,18.01309,Private room,700.0,2,48,2019-06-04,0.33,1,176,0,
1899299,Apartment with balcony in SoFo,9864929,Anna,,Södermalms,59.31455,18.08412,Entire home/apt,1100.0,2,23,2019-10-20,0.18,1,231,0,
1909266,Modern lake front villa with large pool,515561,Stefan,,Älvsjö,59.27087,17.971,Entire home/apt,6880.0,7,10,2022-08-20,0.07,1,263,0,
1965660,Mysig boende i Örby Slott,10153471,Sven,,Älvsjö,59.2815836,18.0275256,Entire home/apt,773.0,2,56,2025-09-16,2.19,2,261,21,
1981087,Quiet room nearby nature and town,6339311,Ulrike,,Skärholmens,59.29226,17.92663,Private room,646.0,2,123,2025-08-30,0.87,2,365,9,
1987813,Cosy place near nature and town,6339311,Ulrike,,Skärholmens,59.29336,17.92649,Private room,649.0,2,71,2025-09-18,0.5,2,365,4,
2166026,Stockholm house close to fair/town,4455221,Janu,,Enskede-Årsta-Vantörs,59.26965,18.06399,Entire home/apt,3166.0,2,296,2025-08-31,2.17,2,263,17,
2176443,"Trendy, cosy Stockholm: near to all",3429907,Ella,,Södermalms,59.31691,18.06119,Private room,300.0,18,83,2025-09-24,0.59,1,66,10,
2190867,Charming and spacious with balcony,11173110,Carina,,Södermalms,59.31128,18.06236,Entire home/apt,3950.0,2,148,2025-09-21,1.05,1,94,13,
2450331,Central apartment,12529935,Mikael,,Norrmalms,59.34496,18.05438,Entire home/apt,1134.0,4,278,2025-09-08,2.31,1,265,42,
2466035,Central lägenhet,12608827,Anna,,Kungsholmens,59.33677,18.0272,Entire home/apt,990.0,7,7,2018-09-16,0.06,1,365,0,
2557713,Amazing 3 BR.Perfect for families!,6944102,Marie,,Södermalms,59.31434,18.06096,Entire home/apt,3100.0,3,154,2025-08-12,1.1,1,72,20,
2589346,Close to city & nature. Calm area.,2203983,Annelie,,Hägersten-Liljeholmens,59.3088,17.9891,Private room,508.0,30,15,2024-08-11,0.12,1,173,0,
2639392,Bright cozy room in Stockholm!,3418393,Teresia,,Farsta,59.26278,18.07926,Private room,594.0,2,123,2025-08-20,0.91,1,211,2,
2647595,Studio at Östermalm,7976790,Per,,Östermalms,59.33761,18.10043,Entire home/apt,557.0,3,444,2025-09-16,3.42,1,200,48,
2650231,"Apartment Södermalm, Stockholm",13566516,Ella,,Södermalms,59.3201,18.05927,Entire home/apt,1900.0,3,32,2023-11-19,0.32,1,56,0,
2695984,Magic Trendy City Flat &lt;3,13799080,Evelyn,,Södermalms,59.30755,18.08037,Entire home/apt,1150.0,1,198,2025-09-20,1.43,1,304,15,
2715352,Charmig lägenhet Långholmskanalen 5 pers,13894935,Lina,,Södermalms,59.31951,18.03471,Entire home/apt,1710.0,3,58,2025-08-17,0.42,1,7,6,
2729363,"Stor villa, nära stad och vattnet, med boulebana",13967715,Eric,,Bromma,59.33831894360351,17.966414450750715,Entire home/apt,2480.0,2,13,2025-08-24,0.49,1,362,3,
2776433,Cozy House close to the city,14196669,Linnea,,Farsta,59.2695,18.08182,Entire home/apt,1530.0,2,10,2025-08-09,0.47,1,229,3,
2845289,Fantastiskt hus i underbart läge. Nära bad & stad.,14551832,Marcus,,Bromma,59.32577896118164,17.931291580200195,Entire home/apt,1080.0,2,7,2024-05-20,0.18,1,362,0,
2856241,Charming 4-bedroom apt Sthlm City,14602075,Malin,,Norrmalms,59.33725,18.05207,Entire home/apt,3434.0,2,89,2025-07-11,0.65,1,171,8,
2906312,Sunny balcony close to town,8912192,Patrik,,Enskede-Årsta-Vantörs,59.27403,18.05435,Entire home/apt,300.0,30,72,2025-08-06,0.52,1,58,2,
2995648,Experience more,8098890,Robin,,Södermalms,59.31512,18.06252,Entire home/apt,2390.0,3,257,2025-09-14,1.86,19,96,49,
3000676,Vindsvåning,15295653,Katrin,,Östermalms,59.33955430111881,18.078541237043964,Entire home/apt,15000.0,1,0,,,1,268,0,
3008038,Spacious 3 room apt on Södermalm,4306005,Fredrik,,Södermalms,59.30812,18.06417,Entire home/apt,3400.0,3,58,2025-09-01,0.42,1,307,6,
3023612,Room in private house w. private en-suite bathroom,8483582,Tommy,,Älvsjö,59.27691,18.00104,Private room,1370.0,2,5,2024-06-29,0.17,1,365,0,
3039106,"A one-of-a-kind apartment, overlooking the park",6790299,Magnus,,Norrmalms,59.34316,18.04366,Entire home/apt,1494.0,4,51,2025-08-31,0.37,1,20,7,
3092308,Urban/Nature Stockholm,4736776,Björn,,Hägersten-Liljeholmens,59.31377,18.01204,Private room,441.0,2,148,2025-09-08,1.07,1,43,9,
3101290,House with  garden in lovely Enskede,14369794,Anna,,Farsta,59.26879,18.07823,Entire home/apt,2400.0,6,17,2025-08-08,0.14,1,66,2,
3108437,3/4-Student/Int-ship-room 15 min to Stockholm City,8387566,Mats,,Hägersten-Liljeholmens,59.30472,17.97565,Private room,254.0,28,11,2022-06-05,0.08,4,263,0,
3113785,Cozy Room Near Town & Nature!,9192286,Askar,,Skärholmens,59.29722,17.942,Private room,618.0,1,69,2017-11-04,0.5,1,365,0,
3132733,Idylliskt läge nära vattnet och Stockholm City,15907809,Emma,,Bromma,59.32445,17.93222,Entire home/apt,4050.0,3,13,2025-07-26,0.1,1,33,1,
3137206,Spacious apartment In the center of Stockholm,15928933,Caroline,,Södermalms,59.31686,18.04892,Entire home/apt,3800.0,3,17,2025-06-14,0.19,1,224,3,
3273835,"Spacious & cozy, near the water.",16554746,Sandra,,Södermalms,59.31687,18.03622,Entire home/apt,3600.0,4,21,2025-08-08,0.78,1,99,9,
3277477,City Backpackers - Comfortable 8-bed Apartment,4380521,City Backpackers,,Norrmalms,59.33595,18.05487,Entire home/apt,2958.0,1,93,2024-02-18,0.7,3,179,0,
3304332,Cosy one room apartment,16689504,Tobias,,Hägersten-Liljeholmens,59.30165,18.01069,Entire home/apt,678.0,3,19,2025-08-04,0.14,1,49,1,
3317337,Three storeys in Old town townhouse,10692460,Henrik,,Södermalms,59.323811,18.071344,Entire home/apt,2829.0,2,79,2025-09-07,0.58,3,239,29,
3322916,Bright 3 room apartment,16776647,Ricky,,Enskede-Årsta-Vantörs,59.29735,18.07939,Entire home/apt,877.0,3,143,2025-08-17,1.05,1,8,23,
3332427,"Cozy & stylish flat, Old town Sthlm",10692460,Henrik,,Södermalms,59.32381,18.07134,Entire home/apt,1422.0,2,177,2025-09-12,1.98,3,213,30,
3351967,Beautiful perfectly located flat,16913413,Anna,,Kungsholmens,59.33082,18.03923,Entire home/apt,2500.0,6,42,2025-08-12,0.31,1,16,6,
3385563,"Artistic Studio, Central Stockholm",3977573,Sara,,Södermalms,59.31806,18.04668,Entire home/apt,858.0,3,24,2025-09-07,0.18,1,121,2,
3401995,"Lantlig city-lgh, nära till vatten",17151971,Anna,,Kungsholmens,59.31936,17.98259,Entire home/apt,2000.0,1,0,,,1,365,0,
3410275,Own room in 2-bedroom flat,16809440,Monica,,Enskede-Årsta-Vantörs,59.30232,18.04689,Private room,591.0,1,100,2025-08-31,0.73,1,59,5,
3475703,Cosy apartment in Södermalm,8121403,Ebba,,Södermalms,59.30833,18.06696,Entire home/apt,1800.0,2,41,2025-08-31,0.3,1,86,6,
3576943,"Two room apartment, sunny balcony",18014050,Josefin,,Skarpnäcks,59.27479,18.13571,Entire home/apt,1290.0,2,29,2015-08-12,0.21,1,86,0,
3709938,Charming flat in beautiful Old Town,18720954,Maria And Family,,Södermalms,59.32628,18.07458,Entire home/apt,1300.0,5,142,2025-05-25,1.05,1,18,9,
3760267,Charming Apartment in Stockholm,19253706,Gabriela,,Hägersten-Liljeholmens,59.30213,18.00905,Entire home/apt,720.0,14,1,2025-02-16,0.13,1,86,1,
3869021,Luxurious Penthouse Apt (1700sqft),2537136,Jakob,,Södermalms,59.31826,18.03141,Entire home/apt,3600.0,8,31,2025-07-03,0.24,1,71,2,
3892223,City/Room20sqm/Bed4sqm/Balcony5sqm,6422311,Christian,,Norrmalms,59.34011,18.03048,Private room,771.0,26,35,2019-09-29,0.26,2,365,0,
3914663,5.30 meter i takhöjd,20276258,Mia,,Norrmalms,59.34229,18.03599,Entire home/apt,4022.0,5,0,,,1,362,0,
3933634,Perfect city pad,20381576,Richard,,Östermalms,59.33787,18.07866,Entire home/apt,710.0,500,3,2015-09-12,0.02,1,365,0,
3955249,Lantligt & lugnt nära Älvsjömässan,1554143,Anitta,,Älvsjö,59.27829,17.9923,Entire home/apt,2500.0,3,12,2020-02-10,0.1,2,364,0,
4006098,Boende i gamla Midsommarkransen,20771505,Anna,,Hägersten-Liljeholmens,59.30272,18.0053,Entire home/apt,1920.0,3,96,2025-08-12,0.72,1,48,2,
4046666,Top apartment - heart of Stockholm,3691991,Espen,,Norrmalms,59.33839,18.06491,Entire home/apt,2300.0,10,99,2023-11-17,0.74,1,0,0,
4224411,Quiet room in the city centre,7275386,Ewa,,Kungsholmens,59.3346,18.03524,Private room,541.0,1,213,2025-09-14,1.64,1,341,36,
4266112,Cosy little house. with a garden.,22145903,Krister,,Älvsjö,59.26784,17.98297,Entire home/apt,671.0,5,67,2025-08-14,0.56,1,193,5,
4317025,2 room apt near the Globen + City,22407158,Medet,,Farsta,59.27354,18.07057,Entire home/apt,2800.0,1,4,2015-08-28,0.03,1,365,0,
4345037,Charming villa in perfect spot,22557404,Sophia,,Bromma,59.32913,17.97592,Entire home/apt,4500.0,4,57,2025-08-06,0.46,1,64,7,
4382134,Trivsam lägenhet i härligt område nära vatten,22752322,Petra,,Södermalms,59.30637,18.10411,Entire home/apt,5000.0,3,43,2025-07-25,0.33,1,235,1,
4723486,Cosy 58m2 in SOFO with balcony!,6437888,Jezzica,,Södermalms,59.314404,18.081444,Entire home/apt,1675.0,4,93,2025-09-14,0.74,1,14,10,
4736291,Modern OldStyle Central Apartment,24451565,Karin,,Norrmalms,59.34921,18.05905,Entire home/apt,5000.0,2,18,2023-08-21,0.14,1,41,0,
4927639,"Bright, spacious apartment, close to Södermalm",2352109,Jakob,,Skarpnäcks,59.29675,18.10338,Entire home/apt,1000.0,2,30,2025-07-26,0.34,1,180,8,
4984631,Modern 3 room apartment w. balcony,5974065,Anna,,Enskede-Årsta-Vantörs,59.26592,18.05942,Entire home/apt,820.0,5,6,2019-07-21,0.05,1,7,0,
5117906,Nice room in quiet area and close to subway,26423576,Patrik,,Bromma,59.34482,17.8878,Private room,532.0,2,36,2025-08-31,0.29,1,179,4,
5147517,Modern och mysig villa med pool nära Stockholm C,26614020,Karin,,Farsta,59.27164,18.0876,Entire home/apt,3419.0,3,16,2025-08-09,0.21,1,276,3,
5211276,Konstnärs lägenhet i Hornstull,26958984,Eva Vilda,,Södermalms,59.31534,18.0347,Entire home/apt,2300.0,3,4,2016-11-09,0.03,1,358,0,
5289254,Two-bedroom in Vasastan,25985813,Hanna,,Norrmalms,59.34482,18.03429,Entire home/apt,1045.0,6,28,2025-08-22,0.22,1,27,5,
5348547,Charming apt in The National Park,23178281,Henrik,,Östermalms,59.3727,18.0539,Entire home/apt,1212.0,7,9,2025-08-05,0.07,1,210,1,
5496444,spacious newly renovated 4 bedroom,28506733,Jana,,Södermalms,59.31723,18.03132,Entire home/apt,2399.0,5,20,2025-07-24,0.16,1,67,3,
5559364,Stort lyxigt rum 15 min till city,28820921,Kerstin,,Hägersten-Liljeholmens,59.30024,17.95386,Private room,600.0,3,209,2025-09-22,1.64,1,330,27,
5628819,Luxurious Living in the Heart of Stockholm,5468466,Qiong,,Södermalms,59.31597,18.04922,Private room,2400.0,1,28,2025-08-30,0.22,1,90,4,
5655177,Hip and heavenly Hammarby Höjden!,27281864,John,,Skarpnäcks,59.29552,18.10523,Private room,563.0,30,3,2025-06-08,0.02,2,358,1,
5679841,Family-friendly apartment,29447655,Ilia,,Södermalms,59.31803894042969,18.02950096130371,Entire home/apt,2212.0,4,22,2025-08-04,0.18,1,7,7,
5690866,2 bedroom apt in trendy Södermalm,29502286,Görel,,Södermalms,59.31056,18.05251,Entire home/apt,1300.0,28,19,2025-08-30,0.15,1,146,2,
5711903,Family house 35 min from center,1993266,Stephane,,Skärholmens,59.28084,17.88999,Entire home/apt,1982.0,3,18,2023-08-11,0.14,1,27,0,
5727549,"Charming, soulful house Stockholm, close to lake.",7136111,Susanne,,Älvsjö,59.27554,17.98705,Entire home/apt,1934.0,2,44,2025-08-24,0.35,3,174,2,
5744579,"Historic home, nice garden close to Stockholm city",26221255,Thomas,,Bromma,59.34068,17.98085,Entire home/apt,3168.0,5,49,2025-09-01,1.24,1,37,12,
5757636,"Heart of Stockholm, nice view",27209433,Mats,,Kungsholmens,59.32963,18.02948,Entire home/apt,3098.0,6,11,2025-07-22,0.09,1,159,1,
5845675,Nice apartment in charming area,481238,Emma,,Hägersten-Liljeholmens,59.29981,18.00533,Entire home/apt,1412.0,2,21,2025-08-31,0.17,1,228,3,
5948850,Eco-Village B&B 12min to city centre,5655406,Uffe (Ulf Nils),,Skarpnäcks,59.28772,18.12194,Private room,506.0,3,272,2025-09-13,2.25,3,230,20,
5955651,Eco-Village room B&B 12min to  city centre,5655406,Uffe (Ulf Nils),,Skarpnäcks,59.28772,18.12194,Private room,660.0,3,267,2025-09-08,2.56,3,60,19,
5961818,Cozy bedroom/kitchen suite,27281864,John,,Skarpnäcks,59.29614,18.1051,Private room,250.0,30,3,2024-08-31,0.02,2,257,0,
5974467,Soul Corner,15100843,André And Gunilla,,Skarpnäcks,59.26684967872894,18.13878257228612,Entire home/apt,700.0,2,70,2025-09-26,2.52,1,293,45,
6007613,Mysig lägenhet i Stockholm,31123665,Oscar,,Norrmalms,59.34154681511023,18.03099094906626,Entire home/apt,3500.0,2,2,2025-06-02,0.14,1,173,1,
6038131,Explore the Forest from a Colorful Family Home,25938322,Hanna,,Skarpnäcks,59.27956,18.13835,Entire home/apt,1620.0,4,44,2025-08-03,0.36,1,55,3,
6054737,Stylish 2 room Old Town flat - MARTA,8547277,Thomas Edward,,Södermalms,59.32497,18.07429,Entire home/apt,2184.0,2,317,2025-07-14,2.54,9,221,1,
6074477,Nice 2-room apartment,31526566,Pille,,Hägersten-Liljeholmens,59.31539,17.99505,Entire home/apt,924.0,2,33,2025-08-09,0.26,1,14,14,
6151779,Top renovated apartment for 2,3938305,Arnold,,Östermalms,59.34043,18.08529,Entire home/apt,4000.0,80,20,2023-09-15,0.16,1,89,0,
6168772,"Large, bright, unique apartment",30107545,Ylva,,Enskede-Årsta-Vantörs,59.30199,18.03596,Entire home/apt,1337.0,6,44,2025-08-01,0.36,1,15,2,
6234004,Natursköna Hässelby,32341237,Familjen Ericson,,Hässelby-Vällingby,59.38458,17.81974,Entire home/apt,2856.0,2,23,2020-01-06,0.18,1,268,0,
6242152,TWO ETAGE APP AT KUNGSHOLMEN STORA ESSINGEN STOCKH,20737617,Roger,,Kungsholmens,59.32131,17.98745,Entire home/apt,1244.0,3,87,2025-08-28,0.71,1,8,3,
6287416,1-bedroom apartment very close to subway,32685182,Birgitta,,Enskede-Årsta-Vantörs,59.29622,18.03982,Entire home/apt,980.0,4,50,2025-05-21,0.44,1,240,2,
6294330,Two floor apartment at Södermalm,32730118,Ann,,Hägersten-Liljeholmens,59.3,18.0,Entire home/apt,1440.0,3,16,2025-07-28,0.13,1,90,2,
6310727,Delightful apartment with balcony,3717659,Kenneth,,Skarpnäcks,59.291851,18.106318,Entire home/apt,1341.0,2,61,2025-09-04,0.49,1,6,7,
6312515,"House in Stockholm, nature & lakes!",32838958,Sofi,,Skarpnäcks,59.27544,18.14469,Entire home/apt,1275.0,6,29,2025-06-30,0.23,1,101,1,
6321620,Villa Nobel - Stor villa med pool,27149986,Jonas,,Bromma,59.3253,17.92965,Entire home/apt,4151.0,5,55,2025-07-30,0.44,1,144,3,
6370777,Room at Odenplan,16739269,Ture,,Norrmalms,59.3439,18.05092,Private room,360.0,2,622,2025-09-28,4.98,1,11,40,
6379429,Lovely Room with Private Balcony in Prime Location,20770158,Maria,,Östermalms,59.33470070000001,18.0846967,Private room,890.0,7,5,2025-09-01,0.99,1,232,5,
6385046,Family friendly house with garden close to City,32504025,Anna,,Skarpnäcks,59.28467,18.10566,Entire home/apt,1960.0,3,29,2024-07-28,0.27,1,14,0,
6435900,Spacious apartment in Stockholm,12276416,Johanna,,Hägersten-Liljeholmens,59.29963,18.00624,Entire home/apt,1200.0,5,30,2022-07-27,0.24,1,248,0,
6447056,Cozy studio apt in Central Stockhom,33658433,Siem,,Norrmalms,59.33781,18.04696,Entire home/apt,630.0,500,7,2015-07-29,0.06,1,365,0,
6639610,"Cozy studio, Amazing view, Nytorget",6977292,Aleksandra,,Södermalms,59.31259,18.08232,Entire home/apt,888.0,3,364,2025-09-16,2.91,1,127,33,
6644003,In the middle of the middle of Sö..,34775475,Morten,,Södermalms,59.31092,18.0699,Entire home/apt,869.0,90,12,2016-06-19,0.1,2,363,0,
6666105,Gustavia Apartment Floor 6,34891784,Gustavia,,Södermalms,59.32362,18.07248,Entire home/apt,1357.0,3,217,2025-09-01,1.82,3,333,26,
6666960,Refurbished Old Town Charm - FLORY,8547277,Thomas Edward,,Södermalms,59.32497,18.07437,Entire home/apt,2073.0,2,349,2025-06-11,2.79,9,149,3,
6719086,Quirky Ornaments and Mint Green Accents at an Arty Hideaway,35183741,Torleif,,Östermalms,59.33614,18.08132,Entire home/apt,1546.0,3,72,2025-07-10,0.58,1,234,3,
6753639,Large Old Town Apt with terrace - CARL,8547277,Thomas Edward,,Södermalms,59.32497,18.07437,Entire home/apt,3387.0,2,429,2025-09-17,3.44,9,222,12,
6762949,Beautiful 3 bedroom flat in the middle of town,35403064,Fredrik,,Kungsholmens,59.3238,18.00348,Entire home/apt,2295.0,3,3,2019-12-28,0.03,1,86,0,
6793100,Large Old Town Rooftop Apartment - BALTZAR,8547277,Thomas Edward,,Södermalms,59.32497,18.07437,Entire home/apt,2577.0,2,304,2025-09-11,2.45,9,270,7,
6802116,Conveniently Located Private Room + Bathroom,10803826,Nadia,,Skärholmens,59.29277,17.93269,Private room,445.0,3,74,2025-08-27,0.59,1,181,12,
6821328,Charming house close to city centre,22831717,Petra,,Farsta,59.27841,18.0735,Entire home/apt,1788.0,5,53,2025-08-16,0.43,1,153,6,
6835834,Quality place  close to nature,4922434,Julia,,Skärholmens,59.27813,17.87429,Entire home/apt,790.0,4,253,2025-08-24,2.03,1,364,6,
6836406,Live close to the royal castle,26496190,Ingela,,Östermalms,59.33574,18.08207,Private room,900.0,5,14,2018-09-02,0.12,1,266,0,
6846003,"Centrally, lakeside townhouse near Globe",35871885,Mats,,Farsta,59.2516,18.11551,Entire home/apt,1758.0,3,36,2019-09-02,0.29,1,1,0,
6881981,Studio Tjärhovsgatan,34678600,Anna,,Södermalms,59.31508,18.07509,Entire home/apt,735.0,20,52,2025-08-21,0.42,1,263,7,
6952452,Cosy apartment in trendy Hornstull,8110273,Carmencita,,Södermalms,59.31867,18.02796,Entire home/apt,1437.0,3,9,2024-08-24,0.1,1,88,0,
6964940,All in one: nature and city close!,36519274,Madeleine,,Bromma,59.33742,17.98499,Entire home/apt,952.0,2,15,2025-08-29,0.15,1,362,1,
